"tbl_dt","cnt","msisdn_distinct","DEPOSIT_QTY","DEPOSIT_AMT","mom_withdrawal_qty","mom_withdrawal_amt","mom_bill_payment_qty","mom_bill_payment_amt","mom_send_qty","mom_send_amt","mom_received_qty","mom_received_amt","mom_bank_transfer_qty","mom_bank_transfer_amt","gsm_nau_amt","gsm_dab_qty","gsm_la_days_qty","gsm_active_days_qty","gsm_nta_amt","gsm_out_calls_qty","gsm_uniq_out_bnum_qty","gsm_in_calls_qty","GSM_ACTIVE_DAYS_QTY","gsm_uniq_in_anum_qty","gsm_dat_vol_amt","gsm_me2u_received_qty","gsm_me2u_received_amt"
20191115,18453853,18254662,1511515,109202731856,1234891,108623159503.38,640087,10748115478.97,463449,101928857176.7,470183,102420813347.94,8358,3803146987,5677745.5091889985,2883041,74540960349,6042101,3996629895,,,,6042101,,144481007.30647373,87956,105906084.5
20191116,18467749,18266327,1490637,87818689974,1222049,83431695934.29001,611042,9283289014.3,427785,83769365578.39,431743,84122281425.51999,7259,3203311318,5534522.762390001,2850119,74522765884,6082688,3888412147,,,,6082688,,136767859.9925251,87522,101521087.5
20191117,18472505,18274365,1315046,55960491205,1140407,61540529784,582922,7393475824.8,346278,39504240756.08,349722,39792691189.12999,5388,2152017833,4198834.493863002,2776248,74384322927,6059556,3676428923,,,,6059556,,131782584.54459286,88609,94983260
20191118,18486396,18285583,1504312,98606244989,1183363,122247589748.52,638473,10974019312.9,439307,102847074866.42,444067,103439895131.41997,8894,3867885978,4226132.105336001,2813934,74315596843,6046317,3966815072,,,,6046317,,125324056.55518436,85114,103699104
20191119,18503111,18300602,1524329,95562093455,1199620,122415228621.88,644576,10739541983.65,441885,95011693003.3,446074,95398600061.3,8607,3656253297,3966701.3620040016,2867744,74466178021,6036555,3969081229,,,,6036555,,129947248.66378784,88251,104266168.21949999
20191120,18515325,18313644,1451998,94146130774,1147213,99769219784.48999,624873,9842775046.15,421105,89039305839.68001,426209,89447593049.68001,8054,3435544801,4470986.676805999,2761113,74470202804,5977869,3884433286,,,,5977869,,137562344.1555519,86505,107503150.887
20191121,18337275,18187419,1507235,96556985816,1203215,91084994606.53001,617863,9861696877.6,437802,90167544069.38,441975,90557392750.88,7723,3349293368,4716239.8611119995,2896481,73742756356,6029393,3940255822,,,,6029393,,139833415.11462116,91117,113548357.052
20191122,18283252,18090450,1481359,103903629011,1201199,89949117792.79001,630608,10165321022.8,440733,92856350082.06001,445710,93384754782.81,7513,3363463030,1116252391.182425,2522512,73292499790,6043714,3591772563,35102836,21468545,33188755,6043714,20173056,137571380.68698883,88032,114796049.15
20191123,18295228,18099598,1393412,78609570088,1116693,73455343529,616189,9375964386.15,394108,77260338493.69,397813,77665548814.48,6389,2792619406,4119116.071665,2624802,73260052334,5897456,3608871447,,,,5897456,,134947836.83456993,82405,99961248.544
20191124,18251264,18108010,1255344,52312209502,1088507,58387346401,586353,7335581156.429999,335143,40179663456.93999,339079,40543320170.94,5039,1962274265,4501547.216001,2688042,73173460767,5874888,3564645279,,,,5874888,,133498421.26447773,87338,93198394.5
20191125,18274311,18122999,1493745,95193985095,1171944,104538786281.09,627096,10289698621,419710,106468540327.29,423604,106932247775.05,8605,3807478781,4724614.857337998,2871728,73160984949,6020135,4002290636,,,,6020135,,128882833.06816196,89786,109358059.4211
20191126,18288300,18137165,1509651,90042155488,1147580,98304933646.81999,631175,9968492784.55,419116,92959189500.96,422598,93401909738.95999,8203,3495091837,4140907.426005001,2876561,73142190683,6031509,3940661083,,,,6031509,,131834600.63844204,92364,113281693.04
20191127,18303969,18152010,1549548,104697790676,1206826,110131529917.25,650240,10736428036.5,449739,93843006478.45,454297,94366784335.44998,8153,3563387832,4682450.495757001,2914574,72715141588,6156826,4013840123,,,,6156826,,134724643.29401684,93248,112292825.73
20191128,18317134,18165426,1558192,102310391302,1212575,92642151815.6,645985,10622019723.119999,444614,94455546064.74,448778,94900414774.74002,8130,3600181141,4654949.356000002,2920914,73158949889,6170326,4021619582,,,,6170326,,134763555.5945015,93464,112849110.5
20191129,18330994,18179365,1528550,114070188869,1225817,100789838805.39,646215,10737456283.75,457589,96167140011.79002,462274,96712718989.79,7700,3547666099,5064477.285831999,2927849,73190491594,6212488,4078559640,,,,6212488,,132173092.37857914,93518,113101751.5
20191130,18341486,18192306,1543904,93450816495,1223039,89340725872.4,656566,10972502188.949999,454593,90098587643.08998,459788,90704742309.09,8243,3810660649,4558354.917337001,2830840,73179867415,6173896,3953089974,,,,6173896,,131731802.77272606,89641,105395725.35
