"tbl_dt","cnt","msisdn_distinct","DEPOSIT_QTY","DEPOSIT_AMT","mom_withdrawal_qty","mom_withdrawal_amt","mom_bill_payment_qty","mom_bill_payment_amt","mom_send_qty","mom_send_amt","mom_received_qty","mom_received_amt","mom_bank_transfer_qty","mom_bank_transfer_amt","gsm_nau_amt","gsm_dab_qty","gsm_la_days_qty","gsm_active_days_qty","gsm_nta_amt","gsm_out_calls_qty","gsm_uniq_out_bnum_qty","gsm_in_calls_qty","GSM_ACTIVE_DAYS_QTY","gsm_uniq_in_anum_qty","gsm_dat_vol_amt","gsm_me2u_received_qty","gsm_me2u_received_amt"
20200413,18172788,17989729,865744,38920711694,753861,38753400727,558376,7939348993,353054,46166825432.28001,357051,46348848055.28,6494,4285420414,735069.977646,2267629,23988990715,5715580,3443934889,,,,5715580,,184841872.13865757,103340,109985396.5
20200414,18175691,17994824,920860,63024968527,760757,80280146339,566164,8893456508.880001,386853,91205061053.58998,391112,91532037885.58998,7552,5444704805,781124.2350029997,2210501,24032043448,5401761,3502683340,,,,5401761,,183755137.6009941,98695,102863898.981
20200415,18130007,18000485,1010869,71708814068,835807,76715313050,575824,9411411662,445225,85660207627.54001,449389,86049451130.54,7768,5187496055,593690.5600039994,2322193,24066848121,5425921,3600579374,,,,5425921,,181060777.59004116,102658,116969112.603
20200416,18187034,18006231,1051769,71410447081,859849,60407218204,580431,9838727304,462543,98913018079.05,467382,99400237693.80002,8972,5746230924,1014988.6720009996,2372260,24113249884,5509692,3666266608,,,,5509692,,180866392.6145792,108984,119114703.154
20200417,18189603,18012119,1039179,74744299992,852699,91731210460,585328,9955162519,469119,89296450816.95,473500,89688593451.31001,8571,5632381378,823069646.980519,2297963,24151421422,5495276,3585742283,31550525,18585472,30186217,5495276,17685442,180800351.65887642,103429,118209618.11999999
20200418,18184720,18012835,958054,51094208032,806758,47941672201,557443,8435644951.4,427045,59742052729.59,431182,60115099144.58999,7471,4180957312,1084034.0399999998,2163674,24043468032,5349749,3350146465,,,,5349749,,177293455.84924412,100379,108862331.8
20200419,18195272,18021216,971097,38748865030,829654,42104377378,574374,7787269091,407843,38982719536.04,411392,39246585889.04,5938,3591175469,815875.1933349995,2287497,24222808723,5452157,3444572214,,,,5452157,,183934135.54521656,104418,110339967.9
20200420,18151281,18027461,1006857,67344585327,810803,72545358511,572700,9351358772,444879,92842563294.77998,449140,93157080077.77998,7739,5276094965,957734.2000019999,2212647,24163036273,5416515,3482765767,,,,5416515,,176984433.71574306,95265,115504522.87299998
20200421,18208135,18033967,1057617,70072868142,849014,70470367182,584348,9783184148,461394,89289624312.25,465586,89724676023.25002,8798,5746010591,794772556.4199772,2284396,24120870404,5440267,3584200604,27206900,16570383,25901310,5440267,15705974,177903538.68398,97487,117256675.80000001
20200422,18163386,18039989,1035291,71055559608,816649,60481259222,594140,9447769585.5,459856,88156035322.95,464637,88470554235.94998,8853,5735961010,717484.406674,2229677,24073452846,5371653,3525771953,,,,5371653,,182685351.55737114,93575,115905923
20200423,18218093,18046271,1040984,69838307123,849313,54582265649,572190,9514900395.75,464635,86599174548.97,468541,87030238905.96999,8849,5805033354,772143521.2344612,2225613,24061802436,5368446,3521663033,28173763,17392093,26911383,5368446,16551897,183751638.03709984,93112,114673930.19999999
20200424,18228949,18052855,1095776,82646761365,871860,74323866735,583584,9678737463,493859,95999636706.11002,498535,96440306987.11005,9123,6216399676,791037782.1538249,2384210,24049703468,5438814,3617326723,27188890,17070615,25937704,5438814,16227917,183163843.70440102,105778,123025381.78000002
20200425,18234167,18059205,1093151,59980985887,916199,60404932560,592405,10097546618,514291,79276951130.89001,519545,79776147265.89,9000,5468342119,718255283.6867044,2408773,24076573119,5493953,3645037209,24837014,15485609,23706121,5493953,14724133,180307566.44176483,103901,117319547.71000001
20200426,18241873,18062191,1043713,42374735763,881949,46111868617,584790,8117380168,452003,45135230736.7,456433,45386391259.7,7132,4263876854,712664531.0802543,2490239,24069002688,5610657,3621991160,25579240,15883477,24449918,5610657,15124773,182140169.1812191,109261,112906684.06
20200427,18255385,18077011,1092724,78767286648,859314,92355336659,591941,10453151565,500624,113676814772.79999,505525,114233507135.79999,10124,6773870388,829578604.0253382,2357491,24286131316,5624929,3639231824,28985880,17538207,27621584,5624929,16638199,178787154.45302868,100358,125022547.19999999
20200428,18251699,18083739,1082788,74931063885,862073,90359704575,602752,10462006481.23,498805,98521003276.5,503933,98971385097.5,9380,6243051527,781808109.1099372,2252218,24333480010,5429866,3524804083,28514373,17541760,27214234,5429866,16684802,177658978.4327898,96191,120328089.419
20200429,18262068,18090693,1095480,78775558878,886949,85105182069.5,596516,10763623987.5,521152,96712492347.53,525847,97193496620.53,10660,6956959251,817658065.8336154,2333256,24396584479,5442091,3618227483,30375155,18503691,29024830,5442091,17616125,180666279.94520855,102092,126509251.91800001
20200430,18270929,18097701,1134875,99631835460,928601,69876535064.45,606638,11472959945.83,566782,120935880552.2,572404,121590179788.19998,11357,7445658146,809920223.2422448,2342503,24438676454,5497543,3713334082,30295182,18382349,28898964,5497543,17473185,184134452.75964165,102780,137169053.522
