"tbl_dt","cnt","msisdn_distinct","DEPOSIT_QTY","DEPOSIT_AMT","mom_withdrawal_qty","mom_withdrawal_amt","mom_bill_payment_qty","mom_bill_payment_amt","mom_send_qty","mom_send_amt","mom_received_qty","mom_received_amt","mom_bank_transfer_qty","mom_bank_transfer_amt","gsm_nau_amt","gsm_dab_qty","gsm_la_days_qty","gsm_active_days_qty","gsm_nta_amt","gsm_out_calls_qty","gsm_uniq_out_bnum_qty","gsm_in_calls_qty","GSM_ACTIVE_DAYS_QTY","gsm_uniq_in_anum_qty","gsm_dat_vol_amt","gsm_me2u_received_qty","gsm_me2u_received_amt"
20200212,17738617,17530891,1547877,106818870357,1118908,126604465908,629842,12282391622,418726,100873078560.85,422744,101288064358.85,8272,3852985940,4311900.188000998,3029844,26007229816,6505710,4330661008,,,,6505710,,146777689.75017548,101279,129398594.5
20200213,17754890,17545630,1520395,100310020919,1138928,84259701530,622996,12129903806,428620,98630380039.11,433681,99186151608.11,8076,3731109123,4984813.974671002,3031756,26010770925,6490530,4299419597,,,,6490530,,146365397.33195686,99636,124663110.5
20200214,17773764,17559623,1577183,117917138656,1209742,103437589645,652031,11866261173.5,455545,101870317028.98,460072,102449824388.98001,7996,3686813145,5209492.384002005,3142250,26003220035,6594043,4433036109,,,,6594043,,152453340.24428844,102144,123150405
20200215,17782932,17573411,1552646,89918887622,1177611,91175212446,623695,11213109101,419697,87311353356.98999,423731,87780246782.48999,7391,3519421978,4290091.4293450015,3037850,26000868673,6559283,4269695226,,,,6559283,,145242492.36228657,101421,120739858.59200001
20200216,17789857,17581498,1420190,64556935211,1141667,65579498678,602505,9337700401,348986,43203663983.71999,352430,43524128458.71999,5477,2246799268,4383544.682668,3020640,25947042738,6540590,4086316659,,,,6540590,,141715114.02626705,105049,119970228.854
20200217,17813547,17598655,1607694,108929155217,1175853,114384886120.75,626891,13100568313,422308,116237534794.56,426464,116670835394.06,8806,4043248075,3885181.4866699995,3082449,26009300195,6571353,4416257506,,,,6571353,,133450865.81861877,99433,127767650.69
20200218,17825013,17613827,1541222,99623232159,1109955,100377263621.25,624734,12117177187.75,411351,97796309558.37001,415655,98099278867.37003,8403,3632920145,5399259.204008002,2969929,26040164836,6456589,4237952451,,,,6456589,,140794783.8180132,96354,119440182.91099998
20200219,17841196,17628363,1514674,102950821536,1094466,90367878938,617547,11573389340,411224,93839335390.40001,415336,94156168024.40001,8127,3623967309,3882941.786950998,2959072,26062692470,6435167,4277173624,,,,6435167,,150575943.79453373,95993,122628875
20200220,17852073,17642583,1527477,99158132387,1106648,97656174272,626718,11651164297.83,416079,95074805930.48997,420713,95480207898.48999,7728,3456090700,4137203.9965490005,2939357,26066623838,6450632,4195155140,,,,6450632,,154151335.74487686,95218,127369988.968
20200221,17865799,17656416,1530601,110380982422,1138534,111732607026,617113,11809215167.7,435078,102189294249.53003,439683,102706151131.45003,8133,3643597190,4948676.790776999,2982049,26062098275,6485957,4254857737,,,,6485957,,151661627.4543848,96875,136086087.6
20200222,17879049,17669369,1547186,87903302190,1151801,79693816706.75,624679,10899320282.2,410727,88798808060.73001,414312,89221744732.98001,6869,3192881527,4045293.192004999,3010208,25998205773,6514816,4177749013,,,,6514816,,146731860.16767883,97635,122554080.418
20200223,17831038,17678707,1407083,61867504192,1132744,61859235443,591499,9023693156.2,341984,41776355064.810005,345046,42144441926.25,5058,2153508452,3373819.8816779996,2934344,25920998386,6511935,4014813686,,,,6511935,,144339661.2377596,99290,118374980.39999999
20200224,17902045,17692565,1571405,105005764351,1135465,96177731287.5,622290,12848204371.9,422405,108719542683.07,427007,109282507878.06999,8911,4296880590,3190485.252005002,2971823,25913464270,6514085,4299707946,,,,6514085,,136487357.8588524,95485,129675480.504
20200225,17858389,17705983,1540742,101403208977,1105657,98102907314.75,624053,12457511810.35,417252,99602647933.02997,421430,100094913638.02997,8642,3869287333,3482060.9900030005,2901643,25888392362,6398606,4204452688,,,,6398606,,141023835.08725452,92823,120768999.334
20200226,17922320,17719313,1534928,104627275410,1118522,117573165948,625829,12440434821.260002,431891,98746187190.95,435953,99249797334.95,8804,3937079573,4310502.504158002,2904791,,0,4265718493,,,,0,,148296234.86593056,93636,129198252.14099999
20200227,17885221,17732036,1552620,109300055282,1116478,84175954890.5,641755,12598548686.51,424159,99135922639.96,428288,99573114086.95999,8770,4057836662,3628249.553338001,3007914,25891070363,6426029,4299586636,,,,6426029,,150426282.95224476,97329,132632699.6
20200228,17778682,17629249,1550084,119239932643,1137110,105780750445,631898,13065320416,453485,108967757014.2,457897,109721403791.2,8532,4060399710,4314334.979141002,2916413,24666319842,6401387,4257893091,,,,6401387,,145406217.70543575,93306,126906064.5
20200229,17713624,17562731,1656286,105327615648,1246593,93479270786,652611,12925103967.5,474945,103183371261.69002,479172,103745437817.69003,8796,4004543409,4884563.025336,2980275,23770381020,6481717,4315128225,,,,6481717,,143500597.2743616,95510,123499298.851
